LP001903,Graduate,3993,207,360,Y
LP001904,Graduate,3103,80,360,Y
LP001907,Graduate,14583,436,360,Y
LP001910,Not Graduate,4053,158,360,N
LP001914,Graduate,3927,112,360,Y
LP001915,Graduate,2301.7999878,78,180,Y
LP001917,Graduate,1811,54,360,Y
LP001924,Graduate,3158,89,360,Y
LP001925,Graduate,2600,99,300,N
LP001926,Graduate,3704,120,360,Y
LP001931,Graduate,4124,115,360,Y
LP001935,Graduate,9508,187,360,Y
LP001936,Graduate,3075,139,360,Y
LP001938,Graduate,4400,127,360,N
LP001940,Graduate,3153,134,360,Y
LP001947,Graduate,2383,172,360,Y
LP001953,Graduate,6875,200,360,Y
LP001954,Graduate,4666,135,360,Y
LP001955,Graduate,5000,151,480,N
LP001963,Graduate,2014,113,360,N
LP001964,Not Graduate,1800,93,360,N
LP001974,Graduate,5000,132,360,Y
LP001977,Graduate,1625,96,360,Y
LP001978,Graduate,4000,140,360,Y
LP001993,Graduate,3762,135,360,Y
LP001994,Graduate,2400,104,360,N
LP001996,Graduate,20233,480,360,N
LP002002,Graduate,2917,84,360,Y
LP002004,Not Graduate,2927,111,360,Y
LP002006,Graduate,2507,56,360,Y
LP002031,Not Graduate,3399,111,180,Y
LP002035,Graduate,3717,120,360,Y
LP002050,Graduate,10000,155,360,N
LP002051,Graduate,2400,115,360,Y
LP002053+,Graduate,4342,124,360,Y
LP002065+,Graduate,15000,300,360,Y
LP002067,Graduate,8666,376,360,N
LP002068,Graduate,4917,130,360,Y
LP002082,Graduate,5818,184,360,Y
LP002086,Graduate,4333,110,360,N
LP002087,Graduate,2500,67,360,Y
LP002097,Graduate,4384,117,360,Y
LP002098,Graduate,2935,98,360,Y
LP002112,Graduate,2500,176,360,Y
LP002114,Graduate,4160,71,360,Y
LP002115+,Not Graduate,2647,173,360,N
LP002116,Graduate,2378,46,360,N
LP002119,Not Graduate,4554,158,360,Y
LP002126+,Not Graduate,3173,74,360,Y
LP002129,Graduate,2499,160,360,Y
LP002131,Not Graduate,3083,126,360,Y
LP002138,Graduate,2625,187,360,Y
LP002139,Graduate,9083,228,360,Y
LP002140,Graduate,8750,308,360,N
LP002141+,Graduate,2666,95,360,Y
LP002142,Graduate,5500,105,360,N
LP002143,Graduate,2423,130,360,Y
LP002149,Graduate,8333,165,360,Y
LP002151,Graduate,3875,67,360,N
LP002158,Not Graduate,3000,100,480,N
LP002160+,Graduate,5167,200,360,Y
LP002161,Graduate,4723,81,360,N
LP002170,Graduate,5000,236,360,Y
LP002175,Graduate,4750,130,360,Y
LP002180,Graduate,6822,141,360,Y
LP002181,Not Graduate,6216,133,360,N
LP002187,Graduate,2500,96,480,N
LP002190,Graduate,6325,175,360,Y
LP002191,Graduate,19730,570,360,N
LP002194,Graduate,15759,55,360,Y
LP002197,Graduate,5185,155,360,Y
LP002201,Graduate,9323,380,300,Y
LP002205,Graduate,3062,111,180,N
LP002211,Graduate,4817,120,180,Y
LP002219+,Graduate,8750,130,360,Y
LP002224,Graduate,3069,71,480,N
LP002225,Graduate,5391,130,360,Y
LP002229,Graduate,5941,296,360,Y
LP002231,Graduate,6000,156,360,Y
LP002234,Graduate,7167,128,360,Y
LP002236,Graduate,4566,100,360,N
LP002239,Not Graduate,2346,132,360,Y
LP002244,Graduate,2333,136,360,Y
LP002250,Graduate,5488,125,360,Y
LP002255+,Graduate,9167,185,360,Y
LP002262+,Graduate,9504,275,360,Y
LP002265,Not Graduate,1993,113,180,Y
LP002266,Graduate,3100,113,360,Y
LP002277,Graduate,3180,71,360,N
LP002281,Graduate,3033,95,360,Y
LP002284,Not Graduate,3902,109,360,Y
LP002287,Graduate,1500,103,360,N
LP002288,Not Graduate,2889,45,180,N
LP002296,Not Graduate,2755,65,300,N
LP002297,Graduate,2500,103,360,Y
LP002300,Not Graduate,1963,53,360,Y
LP002301,Graduate,7441,194,360,N
LP002305,Graduate,4547,115,360,Y
LP002308,Not Graduate,2167,115,360,Y
LP002314,Not Graduate,2213,66,360,Y
LP002315,Graduate,8300,152,300,N
LP002317+,Graduate,81000,360,360,N
LP002318,Not Graduate,3867,62,360,N
LP002328,Not Graduate,6096,218,360,N
LP002332,Not Graduate,2253,110,360,Y
LP002335,Not Graduate,2149,178,360,N
LP002337,Graduate,2995,60,360,Y
LP002341,Graduate,2600,160,360,N
LP002342,Graduate,1600,239,360,N
LP002345,Graduate,1025,112,360,Y
LP002347,Graduate,3246,138,360,Y
LP002348,Graduate,5829,138,360,Y
LP002361,Graduate,1820,100,360,Y
LP002364,Graduate,14880,96,360,Y
LP002366,Graduate,2666,121,360,Y
LP002367,Not Graduate,4606,81,360,N
LP002368,Graduate,5935,133,360,Y
LP002369,Graduate,2920.12000084,87,360,Y
LP002370,Not Graduate,2717,60,180,Y
LP002377,Graduate,8624,150,360,Y
LP002379,Graduate,6500,105,360,N
LP002387,Graduate,2425,143,360,Y
LP002390,Graduate,3750,100,360,Y
LP002398,Graduate,1926,50,360,Y
LP002403,Graduate,10416,187,360,N
LP002407,Not Graduate,7142,138,360,Y
LP002408,Graduate,3660,187,360,Y
LP002409,Graduate,7901,180,360,Y
LP002418+,Not Graduate,4707,148,360,Y
LP002422,Graduate,37719,152,360,Y
LP002429,Graduate,3466,130,360,Y
LP002434,Not Graduate,4652,110,360,Y
LP002443,Graduate,3340,150,360,N
LP002446,Not Graduate,2309,125,360,N
LP002448,Graduate,3948,149,360,N
LP002449,Graduate,2483,90,180,Y
LP002453,Graduate,7085,84,360,Y
LP002455,Graduate,3859,96,360,Y
LP002459,Graduate,4301,118,360,Y
LP002467,Graduate,3708,173,360,N
LP002472,Graduate,4354,136,360,Y
LP002473,Graduate,8334,160,360,N
LP002484+,Graduate,7740,128,180,Y
LP002487,Graduate,3015,153,360,Y
LP002493,Graduate,4166,98,360,N
LP002494,Graduate,6000,140,360,Y
LP002500+,Not Graduate,2947,70,180,N
LP002505,Graduate,4333,110,360,N
LP002515,Graduate,3450,162,360,Y
LP002517,Not Graduate,2653,113,180,N
LP002519+,Graduate,4691,100,360,Y
LP002524,Graduate,5532,162,360,Y
LP002527,Graduate,16525,150,360,Y
LP002529,Graduate,6700,230,300,Y
LP002531,Graduate,16667,86,360,Y
LP002534,Not Graduate,4350,154,360,Y
LP002536+,Not Graduate,3095,113,360,Y
LP002537,Graduate,2083,128,360,Y
LP002541,Graduate,10833,234,360,Y
LP002543,Graduate,8333,246,360,Y
LP002544,Not Graduate,1958,131,360,Y
LP002545,Graduate,3547,80,360,N
LP002547,Graduate,18333,500,360,N
LP002555,Graduate,4583,160,360,Y
LP002556,Graduate,2435,75,360,N
LP002571,Not Graduate,3691,110,360,Y
LP002582,Not Graduate,17263,225,360,Y
LP002585,Graduate,3597,119,360,N
LP002586,Graduate,3326,105,84,Y
LP002587,Not Graduate,2600,107,360,Y
LP002600,Graduate,2895,95,360,Y
LP002602,Graduate,6283,209,360,N
LP002603,Graduate,645,113,480,Y
LP002606,Graduate,3159,100,360,Y
LP002615,Graduate,4865,208,360,Y
LP002619,Not Graduate,3814,124,300,Y
LP002622,Graduate,3510,243,360,Y
LP002626,Graduate,2479,188,360,Y
LP002634,Graduate,13262,40,360,Y
LP002637,Not Graduate,3598,100,360,N
LP002640,Graduate,6065,250,360,Y
LP002643,Graduate,3283,148,360,Y
LP002648,Graduate,2130,70,180,N
LP002652,Graduate,5815,311,360,N
LP002659+,Graduate,3466,150,360,Y
LP002670,Graduate,2031,113,480,Y
LP002683,Graduate,4683,185,360,N
LP002684,Not Graduate,3400,95,360,N
LP002689,Not Graduate,2192,45,360,Y
LP002690,Graduate,2500,55,360,Y
LP002692+,Graduate,5677,100,360,Y
LP002693,Graduate,7948,480,360,Y
LP002699,Graduate,17500,400,360,Y
LP002705,Graduate,3775,110,360,Y
LP002706,Not Graduate,5285,161,360,Y
LP002714,Not Graduate,2679,94,360,Y
LP002716,Not Graduate,6783,130,360,Y
LP002720+,Graduate,4281,100,360,Y
LP002723,Graduate,3588,110,360,N
LP002731,Not Graduate,18165,125,360,Y
LP002734,Graduate,6133,324,360,Y
LP002738,Graduate,3617,107,360,Y
LP002739,Not Graduate,2917,66,360,N
LP002740+,Graduate,6417,157,180,Y
LP002741,Graduate,4608,140,180,Y
LP002743,Graduate,2138,99,360,N
LP002755,Not Graduate,2239,128,360,Y
LP002767,Graduate,2768,155,360,Y
LP002768,Not Graduate,3358,80,36,N
LP002772,Graduate,2526,145,360,Y
LP002776,Graduate,5000,103,360,N
LP002777,Graduate,2785,110,360,Y
LP002785,Graduate,3333,158,360,Y
LP002788,Not Graduate,2454,181,360,N
LP002789,Graduate,3593,132,180,N
LP002792,Graduate,5468,26,360,Y
LP002795+,Graduate,10139,260,360,Y
LP002798,Graduate,3887,162,360,Y
LP002804,Graduate,4180,182,360,Y
LP002807,Not Graduate,3675,108,360,Y
LP002813,Graduate,19484,600,360,Y
LP002820,Graduate,5923,211,360,Y
LP002821,Not Graduate,5800,132,360,Y
LP002832,Graduate,8799,258,360,N
LP002836,Graduate,3333,70,360,Y
LP002837+,Graduate,3400,123,360,N
LP002840,Graduate,2378,9,360,N
LP002841,Graduate,3166,104,360,N
LP002842,Graduate,3417,186,360,Y
LP002855,Graduate,16666,275,360,Y
LP002862,Not Graduate,6125,187,480,N
LP002863+,Graduate,6406,150,360,N
LP002868,Graduate,3159,108,84,Y
LP002874,Graduate,3229,110,360,Y
LP002877,Graduate,1782,107,360,Y
LP002892,Graduate,6540,205,360,Y
LP002893,Graduate,1836,90,360,N
LP002894,Graduate,3166,36,360,Y
LP002911,Graduate,2787,146,360,N
LP002912,Graduate,4283,172,84,N
LP002916,Graduate,2297,104,360,Y
LP002917,Not Graduate,2165,70,360,Y
LP002926,Graduate,2726,106,360,N
LP002928,Graduate,3000,56,180,Y
LP002931,Graduate,6000,205,240,N
LP002936,Graduate,3859,142,180,Y
LP002938,Graduate,16120,260,360,Y
LP002940,Not Graduate,3833,110,360,Y
LP002941,Not Graduate,6383,187,360,N
LP002945,Graduate,9963,180,360,Y
LP002948,Graduate,5780,192,360,Y
LP002953+,Graduate,5703,128,360,Y
LP002958,Graduate,3676,172,360,Y
LP002959,Graduate,12000,496,360,Y
LP002961,Graduate,3400,173,360,Y
LP002964,Not Graduate,3987,157,360,Y
LP002974,Graduate,3232,108,360,Y
LP002978,Graduate,2900,71,360,Y
LP002979+,Graduate,4106,40,180,Y
LP002983,Graduate,8072,253,360,Y
LP002984,Graduate,7583,187,360,Y
LP002990,Graduate,4583,133,360,N
